id,show_title,show_year,imdb_rating,reel_rating,prime,netflix,disney,hulu
1741,hey qween,2018,6.0,35,TRUE,FALSE,FALSE,FALSE
1742,delayed gratification series,2017,8.7,34,TRUE,FALSE,FALSE,FALSE
1743,the renaissance unchained,2016,8.4,34,TRUE,FALSE,FALSE,FALSE
1744,gangstars,2018,6.8,34,TRUE,FALSE,FALSE,FALSE
1745,kemurikusa,2019,7.1,34,TRUE,FALSE,FALSE,FALSE
1746,murderers and their mothers,2016,4.9,34,TRUE,FALSE,FALSE,FALSE
1747,ilana glazer: the planet is burning,2020,3.8,34,TRUE,FALSE,FALSE,FALSE
1748,final life,2017,5.5,34,TRUE,FALSE,FALSE,FALSE
1749,private sales,2016,5.7,34,TRUE,FALSE,FALSE,FALSE
1750,the new v.i.p.'s,2017,,33,TRUE,FALSE,FALSE,FALSE
1751,bookaboo,2016,7.8,33,TRUE,FALSE,FALSE,FALSE
1752,foxy ladies,2016,6.1,33,TRUE,FALSE,FALSE,FALSE
1753,mr swimmer,2018,7.2,33,TRUE,FALSE,FALSE,FALSE
1754,nova wonders,2018,7.4,33,TRUE,FALSE,FALSE,FALSE
1755,kids on the edge,2016,7.6,33,TRUE,FALSE,FALSE,FALSE
1756,welliewishers,2016,7.2,33,TRUE,FALSE,FALSE,FALSE
1757,tainted dreams,2017,7.8,33,TRUE,FALSE,FALSE,FALSE
1758,ghost dimension,2016,6.1,32,TRUE,FALSE,FALSE,FALSE
1759,nasa: a journey through space,2016,5.2,32,TRUE,FALSE,FALSE,FALSE
1760,war in the pacific,2017,5.9,32,TRUE,FALSE,FALSE,FALSE
1761,teletubbies: nursery rhymes,2017,5.2,32,TRUE,FALSE,FALSE,FALSE
1762,making it in music city,2017,7.2,31,TRUE,FALSE,FALSE,FALSE
1763,conquering southern china,2016,,31,TRUE,FALSE,FALSE,FALSE
1764,rev &amp; roll,2019,6.1,31,TRUE,FALSE,FALSE,FALSE
1765,hackers of cyphercon,2018,8.6,31,TRUE,FALSE,FALSE,FALSE
1766,small business revolution: main street,2016,7.4,31,TRUE,FALSE,FALSE,FALSE
1767,the hollywood puppet show,2017,6.2,31,TRUE,FALSE,FALSE,FALSE
1768,the crimean war,2018,7.7,31,TRUE,FALSE,FALSE,FALSE
1769,the bumble nums,2017,6.9,31,TRUE,FALSE,FALSE,FALSE
1770,hilarious helmet history,2017,6.6,31,TRUE,FALSE,FALSE,FALSE
1771,immortal egypt,2016,8.0,30,TRUE,FALSE,FALSE,FALSE
1772,inside jokes,2018,7.4,30,TRUE,FALSE,FALSE,FALSE
1773,a path appears,2016,7.6,30,TRUE,FALSE,FALSE,FALSE
1774,plane resurrection,2016,7.3,30,TRUE,FALSE,FALSE,FALSE
1775,iconic characters,2018,6.8,30,TRUE,FALSE,FALSE,FALSE
1776,road side stories,2016,,30,TRUE,FALSE,FALSE,FALSE
1777,the bug diaries,2019,7.0,30,TRUE,FALSE,FALSE,FALSE
1778,millenniums,2018,6.2,30,TRUE,FALSE,FALSE,FALSE
1779,fountain of youth,2017,5.7,29,TRUE,FALSE,FALSE,FALSE
1780,dino the dinosaur,2016,7.1,29,TRUE,FALSE,FALSE,FALSE
1781,vials,2017,,29,TRUE,FALSE,FALSE,FALSE
1782,rob delaney: jackie,2020,6.5,29,TRUE,FALSE,FALSE,FALSE
1783,the really big flip,2017,5.7,29,TRUE,FALSE,FALSE,FALSE
1784,troy the train of car city,2016,7.5,29,TRUE,FALSE,FALSE,FALSE
1785,outsmarted,2017,7.7,29,TRUE,FALSE,FALSE,FALSE
1786,the weather files,2018,7.6,29,TRUE,FALSE,FALSE,FALSE
1787,handy bean,2018,6.6,28,TRUE,FALSE,FALSE,FALSE
1788,enchantimals: tales from everwilde,2018,7.1,28,TRUE,FALSE,FALSE,FALSE
1789,star april,2017,6.6,28,TRUE,FALSE,FALSE,FALSE
1790,my house of paranormal,2017,4.0,27,TRUE,FALSE,FALSE,FALSE
1791,global child,2017,6.4,27,TRUE,FALSE,FALSE,FALSE
1792,chi's sweet adventure,2016,7.8,27,TRUE,FALSE,FALSE,FALSE
1793,ladylike,2016,6.4,27,TRUE,FALSE,FALSE,FALSE
1794,david and olivia? - naked in scotland,2018,,27,TRUE,FALSE,FALSE,FALSE
1795,headliners,2017,5.2,26,TRUE,FALSE,FALSE,FALSE
1796,fresh tracks,2016,8.8,26,TRUE,FALSE,FALSE,FALSE
1797,vatican miracle examiner,2017,6.6,26,TRUE,FALSE,FALSE,FALSE
1798,treetop family - super simple,2017,6.7,26,TRUE,FALSE,FALSE,FALSE
1799,gown and out in beverly hills,2017,5.8,26,TRUE,FALSE,FALSE,FALSE
1800,ritual,2017,7.7,26,TRUE,FALSE,FALSE,FALSE
1801,juan happy love story,2016,7.8,26,TRUE,FALSE,FALSE,FALSE
1802,wrench wars,2017,5.7,26,TRUE,FALSE,FALSE,FALSE
1803,the irish mob,2016,7.5,25,TRUE,FALSE,FALSE,FALSE
1804,somewhere south,2020,,25,TRUE,FALSE,FALSE,FALSE
1805,worth it: lifestyle,2017,7.5,25,TRUE,FALSE,FALSE,FALSE
1806,new york confidential,2017,7.9,25,TRUE,FALSE,FALSE,FALSE
1807,about him: freshman year,2017,,24,TRUE,FALSE,FALSE,FALSE
1808,conversations in l.a.,2017,6.7,24,TRUE,FALSE,FALSE,FALSE
1809,wildlife quest,2016,6.1,24,TRUE,FALSE,FALSE,FALSE
1810,the lifted life,2017,4.7,24,TRUE,FALSE,FALSE,FALSE
1811,the urban vegetarian,2017,5.5,24,TRUE,FALSE,FALSE,FALSE
1812,the vietnam war: before during after,2017,7.0,24,TRUE,FALSE,FALSE,FALSE
1813,very superstitious with george lopez,2018,6.7,23,TRUE,FALSE,FALSE,FALSE
1814,altair: a record of battles,2017,,23,TRUE,FALSE,FALSE,FALSE
1815,hidden agenda - real conspiracies that affect our lives today,2017,,23,TRUE,FALSE,FALSE,FALSE
1816,stalkers who kill,2016,3.8,23,TRUE,FALSE,FALSE,FALSE
1817,helicopter er,2016,,23,TRUE,FALSE,FALSE,FALSE
1818,who is?,2017,1.7,23,TRUE,FALSE,FALSE,FALSE
1819,#metoo now what?,2018,6.5,22,TRUE,FALSE,FALSE,FALSE
1820,power battle watch car,2016,,22,TRUE,FALSE,FALSE,FALSE
1821,carl's car wash - super simple,2016,5.9,22,TRUE,FALSE,FALSE,FALSE
1822,breaking homicide,2018,,21,TRUE,FALSE,FALSE,FALSE
1823,cleopatra,2018,,21,TRUE,FALSE,FALSE,FALSE
1824,uq holder!,2017,,21,TRUE,FALSE,FALSE,FALSE
1825,cam &amp; leon,2017,7.2,21,TRUE,FALSE,FALSE,FALSE
1826,doongdoong,2020,,20,TRUE,FALSE,FALSE,FALSE
1827,katsugeki/touken ranbu,2017,,20,TRUE,FALSE,FALSE,FALSE
1828,kingdoms of sumeria,2018,,20,TRUE,FALSE,FALSE,FALSE
1829,behind tasty,2017,,20,TRUE,FALSE,FALSE,FALSE
1830,gourmet makes,2018,,19,TRUE,FALSE,FALSE,FALSE
1831,crimes that made history,2017,,19,TRUE,FALSE,FALSE,FALSE
1832,la usurpadora,2019,,19,TRUE,FALSE,FALSE,FALSE
1833,#thatsharassment,2018,,19,TRUE,FALSE,FALSE,FALSE
1834,lego set builds spongebob squarepants - artifex,2017,,19,TRUE,FALSE,FALSE,FALSE
1835,onyx kids,2016,,18,TRUE,FALSE,FALSE,FALSE
1836,crime scene solvers,2018,,18,TRUE,FALSE,FALSE,FALSE
1837,an unknown enemy,2018,,18,TRUE,FALSE,FALSE,FALSE
1838,garage dreams,2016,,18,TRUE,FALSE,FALSE,FALSE
1839,x-files history,2018,,18,TRUE,FALSE,FALSE,FALSE
1840,getting doug with high,2017,,17,TRUE,FALSE,FALSE,FALSE
1841,little big awesome,2016,,17,TRUE,FALSE,FALSE,FALSE
1842,living in the shadow of wwii,2017,,17,TRUE,FALSE,FALSE,FALSE
1843,city slickers in westworld featuring billy crystal,2017,,17,TRUE,FALSE,FALSE,FALSE
1844,lego pirates of the caribbean playthrough,2017,,17,TRUE,FALSE,FALSE,FALSE
1845,from beyond,2017,,17,TRUE,FALSE,FALSE,FALSE
1846,dirty dancing,2017,,17,TRUE,FALSE,FALSE,FALSE
1847,running man,2016,,17,TRUE,FALSE,FALSE,FALSE
1848,mono mario,2016,,17,TRUE,FALSE,FALSE,FALSE
1849,it's alive with brad,2018,,17,TRUE,FALSE,FALSE,FALSE
1850,dropping the soap,2017,,17,TRUE,FALSE,FALSE,FALSE
1851,mafia undercover,2016,,17,TRUE,FALSE,FALSE,FALSE
1852,pinkfong! puppet show,2017,,17,TRUE,FALSE,FALSE,FALSE
1853,irredeemables,2017,,16,TRUE,FALSE,FALSE,FALSE
1854,make48,2017,,16,TRUE,FALSE,FALSE,FALSE
1855,back to back chef,2017,,16,TRUE,FALSE,FALSE,FALSE
1856,babyfirst halloween special,2017,,16,TRUE,FALSE,FALSE,FALSE
1857,whitney bjerken gymnastics level 9 competitions,2017,,16,TRUE,FALSE,FALSE,FALSE
1858,serial killer culture tv,2017,,16,TRUE,FALSE,FALSE,FALSE
1859,sex &amp; the single lady,2018,,16,TRUE,FALSE,FALSE,FALSE
1860,nhl road to the outdoor classics,2016,,16,TRUE,FALSE,FALSE,FALSE
1861,drawing ps4 spider-man,2018,,16,TRUE,FALSE,FALSE,FALSE
1862,trinity and beyond,2018,,16,TRUE,FALSE,FALSE,FALSE
1863,model diaries,2017,,15,TRUE,FALSE,FALSE,FALSE
1864,eating your feed,2018,,15,TRUE,FALSE,FALSE,FALSE
1865,best arrangement,2017,,15,TRUE,FALSE,FALSE,FALSE
1866,pride: the series,2016,,15,TRUE,FALSE,FALSE,FALSE
1867,i draw you cook,2018,,15,TRUE,FALSE,FALSE,FALSE
1868,lifers: behind bars,2017,,15,TRUE,FALSE,FALSE,FALSE
1869,local knowledge,2017,,15,TRUE,FALSE,FALSE,FALSE
1870,14 year old president of the smallest country in the world,2017,,15,TRUE,FALSE,FALSE,FALSE
1871,dr. qin,2018,,15,TRUE,FALSE,FALSE,FALSE
1872,the most ridiculous things from the walking dead,2017,,15,TRUE,FALSE,FALSE,FALSE
1873,walks around britain,2016,,15,TRUE,FALSE,FALSE,FALSE
1874,hollywood's 10 best,2017,,15,TRUE,FALSE,FALSE,FALSE
1875,mom in progress,2018,,15,TRUE,FALSE,FALSE,FALSE
1876,mega mechanics,2018,,15,TRUE,FALSE,FALSE,FALSE
1877,review: build a bear tsum tsum and disney plushie toy reviews,2017,,15,TRUE,FALSE,FALSE,FALSE
1878,dermot bannon's luxury homes,2018,,15,TRUE,FALSE,FALSE,FALSE
1879,origins,2017,,15,TRUE,FALSE,FALSE,FALSE
1880,chasing november,2016,,15,TRUE,FALSE,FALSE,FALSE
1881,super mario 64 playthrough,2017,,15,TRUE,FALSE,FALSE,FALSE
1882,3 rabbits,2017,,15,TRUE,FALSE,FALSE,FALSE
1883,all the pizza,2016,,15,TRUE,FALSE,FALSE,FALSE
1884,pinkfong! animal songs,2017,,15,TRUE,FALSE,FALSE,FALSE
1885,subzero,2018,,15,TRUE,FALSE,FALSE,FALSE
1886,another dirty room,2016,,15,TRUE,FALSE,FALSE,FALSE
1887,analyse,2017,,13,TRUE,FALSE,FALSE,FALSE
1888,learn with ted the train,2016,,13,TRUE,FALSE,FALSE,FALSE
1889,deals in the desert,2018,,13,TRUE,FALSE,FALSE,FALSE
1890,the poltergeist diaries,2018,,13,TRUE,FALSE,FALSE,FALSE
1891,operation shadow,2017,,13,TRUE,FALSE,FALSE,FALSE
1892,tesla road trip,2017,,13,TRUE,FALSE,FALSE,FALSE
1893,unveiling our 5 senses,2018,,13,TRUE,FALSE,FALSE,FALSE
1894,my first inba fitness model competition,2017,,13,TRUE,FALSE,FALSE,FALSE
1895,tales of the wild west,2017,,13,TRUE,FALSE,FALSE,FALSE
1896,world's best beaches,2016,,13,TRUE,FALSE,FALSE,FALSE
1897,my animal friends,2018,,13,TRUE,FALSE,FALSE,FALSE
1898,mrs. fitzgerald is missing,2018,,13,TRUE,FALSE,FALSE,FALSE
1899,blippi - videos for kids,2016,,13,TRUE,FALSE,FALSE,FALSE
1900,tasty 101,2016,,13,TRUE,FALSE,FALSE,FALSE
1901,yoga class for beginners with irini res,2017,,13,TRUE,FALSE,FALSE,FALSE
1902,adam &amp; eve,2016,,13,TRUE,FALSE,FALSE,FALSE
1903,in sanity florida,2017,,13,TRUE,FALSE,FALSE,FALSE
1904,babyfirst's easter special,2016,,13,TRUE,FALSE,FALSE,FALSE
1905,halloween songs for kids,2016,,13,TRUE,FALSE,FALSE,FALSE
1906,review: pullip doll reviews,2017,,13,TRUE,FALSE,FALSE,FALSE
1907,60 second docs,2016,,13,TRUE,FALSE,FALSE,FALSE
1908,true nordic crimes,2017,,13,TRUE,FALSE,FALSE,FALSE
1909,celebrity poker gala,2018,,13,TRUE,FALSE,FALSE,FALSE
1910,the gigglebellies - monster truck learning,2017,,13,TRUE,FALSE,FALSE,FALSE
1911,on the spot,2017,,13,TRUE,FALSE,FALSE,FALSE
1912,curious?,2017,,13,TRUE,FALSE,FALSE,FALSE
1913,tiny trucks,2018,,13,TRUE,FALSE,FALSE,FALSE
1914,minecraft life,2017,,13,TRUE,FALSE,FALSE,FALSE
1915,mane,2018,,13,TRUE,FALSE,FALSE,FALSE
1916,clip: lego jurassic world video game walkthrough,2017,,13,TRUE,FALSE,FALSE,FALSE
1917,1life,2016,,13,TRUE,FALSE,FALSE,FALSE
1918,tom the tow truck's paint shop,2016,,13,TRUE,FALSE,FALSE,FALSE
1919,geometry,2017,,13,TRUE,FALSE,FALSE,FALSE
1920,fin chasers,2017,,13,TRUE,FALSE,FALSE,FALSE
1921,the order of victory,2016,,13,TRUE,FALSE,FALSE,FALSE
1922,space curiosities,2017,,13,TRUE,FALSE,FALSE,FALSE
1923,gayterns,2016,,13,TRUE,FALSE,FALSE,FALSE
1924,luxury travel show,2018,,13,TRUE,FALSE,FALSE,FALSE
1925,'about joey',2017,,13,TRUE,FALSE,FALSE,FALSE
1926,pinkfong! christmas carols,2016,,13,TRUE,FALSE,FALSE,FALSE
1927,the 101 events that made the twentieth century,2018,,13,TRUE,FALSE,FALSE,FALSE
1928,car patrol: the adventures of matt the police car and frank the firetruck,2016,,13,TRUE,FALSE,FALSE,FALSE
1929,woodwalkers,2017,,13,TRUE,FALSE,FALSE,FALSE
1930,lockout,2016,,13,TRUE,FALSE,FALSE,FALSE
1931,can we cure,2018,,13,TRUE,FALSE,FALSE,FALSE
1932,uppercut for hitler,2016,,13,TRUE,FALSE,FALSE,FALSE
1933,quark science,2018,,13,TRUE,FALSE,FALSE,FALSE
1934,lego dimensions gameplay,2017,,13,TRUE,FALSE,FALSE,FALSE
1935,focal point,2019,,13,TRUE,FALSE,FALSE,FALSE
1936,the splendor of rome,2018,,13,TRUE,FALSE,FALSE,FALSE
1937,handcrafted,2017,,13,TRUE,FALSE,FALSE,FALSE
1938,inside scotland yard with trevor mcdonald,2016,,13,TRUE,FALSE,FALSE,FALSE
1939,bigger questions,2017,,13,TRUE,FALSE,FALSE,FALSE
1940,minecraft - survival madness adventures,2016,,13,TRUE,FALSE,FALSE,FALSE
1941,hello world,2016,,13,TRUE,FALSE,FALSE,FALSE
1942,chasing bigfoot: the quest for truth,2016,,13,TRUE,FALSE,FALSE,FALSE
1943,rakuen miyoshi kazuyoshi to meguru rakuen no tabi,2016,,13,TRUE,FALSE,FALSE,FALSE
1944,the complete history of the second world war,2017,,13,TRUE,FALSE,FALSE,FALSE
1945,tom the tow truck,2016,,10,TRUE,FALSE,FALSE,FALSE
1946,lie detector test,2018,,10,TRUE,FALSE,FALSE,FALSE
1947,extreme constructions,2017,,10,TRUE,FALSE,FALSE,FALSE
1948,royal watch,2017,,10,TRUE,FALSE,FALSE,FALSE
1949,the marijuana show,2016,,10,TRUE,FALSE,FALSE,FALSE
1950,world war ii diaries - the complete war report,2017,,10,TRUE,FALSE,FALSE,FALSE
1951,the rise of mankind,2018,,10,TRUE,FALSE,FALSE,FALSE
1952,aliens and origins,2018,,10,TRUE,FALSE,FALSE,FALSE
1953,mafia queens,2018,,10,TRUE,FALSE,FALSE,FALSE
1954,the swim on science,2018,,10,TRUE,FALSE,FALSE,FALSE
1955,pinkfong! princess songs,2017,,10,TRUE,FALSE,FALSE,FALSE
1956,discover dvorak's 'new world',2018,,10,TRUE,FALSE,FALSE,FALSE
1957,laver cup 2018,2018,,10,TRUE,FALSE,FALSE,FALSE
1958,killing the fat man,2017,,10,TRUE,FALSE,FALSE,FALSE
1959,you colored my world,2017,,10,TRUE,FALSE,FALSE,FALSE
1960,day of the gun - the series,2018,,10,TRUE,FALSE,FALSE,FALSE
1961,life of jesus,2017,,10,TRUE,FALSE,FALSE,FALSE
1962,behind bars: the world's toughest prisons,2016,,10,TRUE,FALSE,FALSE,FALSE
1963,road to the games 2016,2016,,10,TRUE,FALSE,FALSE,FALSE
1964,you sang my song,2017,,10,TRUE,FALSE,FALSE,FALSE
1965,concepto de vida plena,2016,,10,TRUE,FALSE,FALSE,FALSE
1966,travel the road,2016,,10,TRUE,FALSE,FALSE,FALSE
1967,monster town,2018,,10,TRUE,FALSE,FALSE,FALSE
1968,please tell me i'm adopted!,2017,,10,TRUE,FALSE,FALSE,FALSE
1969,under the sea: the great barrier reef,2017,,10,TRUE,FALSE,FALSE,FALSE
1970,haus of schreck,2018,,10,TRUE,FALSE,FALSE,FALSE
1971,inside joke with asif ali,2018,,10,TRUE,FALSE,FALSE,FALSE
1972,puppy prep,2018,,10,TRUE,FALSE,FALSE,FALSE
1973,under correction,2016,,10,TRUE,FALSE,FALSE,FALSE
1974,recore video gameplay,2017,,10,TRUE,FALSE,FALSE,FALSE
1975,full body flexibility beginners yoga workouts - krystin scott,2017,,10,TRUE,FALSE,FALSE,FALSE
1976,spectre analysis,2017,,10,TRUE,FALSE,FALSE,FALSE
1977,beginnings,2016,,10,TRUE,FALSE,FALSE,FALSE
1978,troy el tren en auto city,2016,,10,TRUE,FALSE,FALSE,FALSE
1979,inside things,2017,,10,TRUE,FALSE,FALSE,FALSE
1980,kids try,2016,,10,TRUE,FALSE,FALSE,FALSE
1981,supersize structures,2016,,10,TRUE,FALSE,FALSE,FALSE
1982,hitler's propaganda machine,2017,,10,TRUE,FALSE,FALSE,FALSE
1983,hotel sacher,2016,,10,TRUE,FALSE,FALSE,FALSE
1984,omg!,2016,,10,TRUE,FALSE,FALSE,FALSE
1985,lucas the monster truck,2016,,10,TRUE,FALSE,FALSE,FALSE
1986,home remedy,2017,,10,TRUE,FALSE,FALSE,FALSE
1987,true ghost stories,2017,,10,TRUE,FALSE,FALSE,FALSE
1988,wild animal rescue,2017,,10,TRUE,FALSE,FALSE,FALSE
1989,lego set builds bionicle - artifex,2016,,10,TRUE,FALSE,FALSE,FALSE
1990,barn find hunter,2016,,10,TRUE,FALSE,FALSE,FALSE
1991,oh my general,2017,,10,TRUE,FALSE,FALSE,FALSE
1992,hop up tv,2016,,10,TRUE,FALSE,FALSE,FALSE
1993,celebrity snackdown,2017,,10,TRUE,FALSE,FALSE,FALSE
1994,watch around the clock b&amp;w,2017,,10,TRUE,FALSE,FALSE,FALSE
1995,trains,2016,,10,TRUE,FALSE,FALSE,FALSE
1996,lego set builds minecraft - artifex,2017,,10,TRUE,FALSE,FALSE,FALSE
1997,gold war,2016,,10,TRUE,FALSE,FALSE,FALSE
1998,haunted france,2018,,10,TRUE,FALSE,FALSE,FALSE
1999,let's fall in love -《咱们相爱吧》,2018,,10,TRUE,FALSE,FALSE,FALSE
2000,kailin gow's the crazy ones,2017,,10,TRUE,FALSE,FALSE,FALSE
2001,can i catch it,2018,,10,TRUE,FALSE,FALSE,FALSE
2002,everyday elevated with sharone hakman,2017,,10,TRUE,FALSE,FALSE,FALSE
2003,finding the future,2017,,10,TRUE,FALSE,FALSE,FALSE
2004,ntparanormal after dark,2018,,10,TRUE,FALSE,FALSE,FALSE
2005,the wounded heart,2016,,10,TRUE,FALSE,FALSE,FALSE
2006,fonko: contemporary africa through its urban music,2017,,10,TRUE,FALSE,FALSE,FALSE
2007,troy in train town,2016,,10,TRUE,FALSE,FALSE,FALSE
2008,unlock the unknown,2017,,10,TRUE,FALSE,FALSE,FALSE
2009,minecraft survival with brick show brian!,2016,,10,TRUE,FALSE,FALSE,FALSE
2010,inside hitler's killing machine,2016,,10,TRUE,FALSE,FALSE,FALSE
2011,tank biathlon,2017,,10,TRUE,FALSE,FALSE,FALSE
2012,the adventure series,2016,,10,TRUE,FALSE,FALSE,FALSE
2013,moving machines for kids,2017,,10,TRUE,FALSE,FALSE,FALSE
2014,great taste no money,2017,,10,TRUE,FALSE,FALSE,FALSE
2015,america unveiled,2018,,10,TRUE,FALSE,FALSE,FALSE
2016,diy destinations budget travel show,2017,,10,TRUE,FALSE,FALSE,FALSE
2017,funnel vision: challenges,2018,,10,TRUE,FALSE,FALSE,FALSE
2018,a fishing story with ronnie green,2017,,10,TRUE,FALSE,FALSE,FALSE
2019,desperate widows,2016,,10,TRUE,FALSE,FALSE,FALSE
2020,dark ditties presents,2017,,10,TRUE,FALSE,FALSE,FALSE
2021,america's untold journey 450 years of the african american experience,2016,,10,TRUE,FALSE,FALSE,FALSE
2022,happy bear kid andrea,2016,,10,TRUE,FALSE,FALSE,FALSE
2023,nordic road trip 2018,2018,,10,TRUE,FALSE,FALSE,FALSE
2024,review: shopkins shoppies doll reviews,2017,,10,TRUE,FALSE,FALSE,FALSE
2025,faaail!,2016,,10,TRUE,FALSE,FALSE,FALSE
2026,pinkfong! body songs,2017,,10,TRUE,FALSE,FALSE,FALSE
2027,dream wedding design,2016,,10,TRUE,FALSE,FALSE,FALSE
2028,something shady,2017,,10,TRUE,FALSE,FALSE,FALSE
2029,where i'd rather be,2017,,10,TRUE,FALSE,FALSE,FALSE
2030,the french gun,2018,,10,TRUE,FALSE,FALSE,FALSE
2031,jenise's kitchen,2017,,10,TRUE,FALSE,FALSE,FALSE
2032,snapshots,2016,,10,TRUE,FALSE,FALSE,FALSE
2033,the complete story of hitler and the nazis,2017,,10,TRUE,FALSE,FALSE,FALSE
2034,the evolution of us,2016,,10,TRUE,FALSE,FALSE,FALSE
2035,best motorcycle movies (biker documentary anthology),2017,,10,TRUE,FALSE,FALSE,FALSE
2036,beyond the grave,2017,,10,TRUE,FALSE,FALSE,FALSE
2037,the hunting public,2017,,,TRUE,FALSE,FALSE,FALSE
2038,underworld wrestling,2018,,,TRUE,FALSE,FALSE,FALSE
2039,men with sword 2,2016,,,TRUE,FALSE,FALSE,FALSE
2040,nursery rhymes for babies and toddlers,2017,,,TRUE,FALSE,FALSE,FALSE
2041,world changers television,2017,,,TRUE,FALSE,FALSE,FALSE
2042,space mistakes,2016,,,TRUE,FALSE,FALSE,FALSE
2043,i declare war: the series,2016,,,TRUE,FALSE,FALSE,FALSE
2044,high blood pressure,2016,,,TRUE,FALSE,FALSE,FALSE
2045,premier guitar rig rundown,2016,,,TRUE,FALSE,FALSE,FALSE
2046,bogus beauty,2017,,,TRUE,FALSE,FALSE,FALSE
2047,chasin the sun,2017,,,TRUE,FALSE,FALSE,FALSE
2048,the best markets on earth,2017,,,TRUE,FALSE,FALSE,FALSE
2049,travel beside me,2016,,,TRUE,FALSE,FALSE,FALSE
2050,take on the world conference 2017,2017,,,TRUE,FALSE,FALSE,FALSE
2051,the ridge: origins,2016,,,TRUE,FALSE,FALSE,FALSE
2052,car patrol of car city,2017,,,TRUE,FALSE,FALSE,FALSE
2053,angry aliens,2016,,,TRUE,FALSE,FALSE,FALSE
2054,pinkfong! baby shark special,2017,,,TRUE,FALSE,FALSE,FALSE
2055,ty the pie guy,2016,,,TRUE,FALSE,FALSE,FALSE
2056,pinkfong!,2017,,,TRUE,FALSE,FALSE,FALSE
2057,aprender con los mini constructores,2016,,,TRUE,FALSE,FALSE,FALSE
2058,dog dynasty,2016,,,TRUE,FALSE,FALSE,FALSE
2059,christmas in car city,2017,,,TRUE,FALSE,FALSE,FALSE
2060,tried + true,2017,,,TRUE,FALSE,FALSE,FALSE
2061,how2: how to do amazing things! (with annoying orange &amp; pear!),2016,,,TRUE,FALSE,FALSE,FALSE
2062,lego set builds chima - artifex,2017,,,TRUE,FALSE,FALSE,FALSE
2063,meditations on love,2017,,,TRUE,FALSE,FALSE,FALSE
2064,babies in car city,2017,,,TRUE,FALSE,FALSE,FALSE
2065,review: blind bags and surprise toy reviews,2017,,,TRUE,FALSE,FALSE,FALSE
2066,cars cars,2017,,,TRUE,FALSE,FALSE,FALSE
2067,sharkbites tv,2017,,,TRUE,FALSE,FALSE,FALSE
2068,montréal: my love my story,2018,,,TRUE,FALSE,FALSE,FALSE
2069,price points,2017,,,TRUE,FALSE,FALSE,FALSE
2070,blue realm,2017,,,TRUE,FALSE,FALSE,FALSE
2071,the chickens,2017,,,TRUE,FALSE,FALSE,FALSE
2072,kintoons,2018,,,TRUE,FALSE,FALSE,FALSE
2073,microsoft outlook 2016 - training,2017,,,TRUE,FALSE,FALSE,FALSE
2074,ghosts of the caribbean,2017,,,TRUE,FALSE,FALSE,FALSE
2075,deep rest: guided meditations with christine wushke,2017,,,TRUE,FALSE,FALSE,FALSE
2076,dyches fam 2016,2016,,,TRUE,FALSE,FALSE,FALSE
2077,review: gun stock reviews,2017,,,TRUE,FALSE,FALSE,FALSE
2078,drunken movie geeks,2017,,,TRUE,FALSE,FALSE,FALSE
2079,saving ghosts,2018,,,TRUE,FALSE,FALSE,FALSE
2080,ruining history,2017,,,TRUE,FALSE,FALSE,FALSE
2081,video wallpaper,2017,,,TRUE,FALSE,FALSE,FALSE
2082,pinkfong! baby shark &amp; halloween songs,2018,,,TRUE,FALSE,FALSE,FALSE
2083,carl transform of car city,2016,,,TRUE,FALSE,FALSE,FALSE
2084,i'm a creepy crawly,2018,,,TRUE,FALSE,FALSE,FALSE
2085,tales to get scared to,2016,,,TRUE,FALSE,FALSE,FALSE
2086,south bend's lunkerville,2017,,,TRUE,FALSE,FALSE,FALSE
2087,shamwari: a wild life,2017,,,TRUE,FALSE,FALSE,FALSE
2088,angels,2017,,,TRUE,FALSE,FALSE,FALSE
2089,prime japan,2016,,,TRUE,FALSE,FALSE,FALSE
2090,road kings,2016,,,TRUE,FALSE,FALSE,FALSE
2091,the laura show,2017,,,TRUE,FALSE,FALSE,FALSE
2092,mike &amp; eric,2017,,,TRUE,FALSE,FALSE,FALSE
2093,the fish guyz,2017,,,TRUE,FALSE,FALSE,FALSE
2094,cream,2017,,,TRUE,FALSE,FALSE,FALSE
2095,food stories,2017,,,TRUE,FALSE,FALSE,FALSE
2096,local hauntings,2018,,,TRUE,FALSE,FALSE,FALSE
2097,pinkfong! dinosaur musical stories,2017,,,TRUE,FALSE,FALSE,FALSE
2098,roblox funny moments (pairofducks),2017,,,TRUE,FALSE,FALSE,FALSE
2099,uncaged: the animated series,2017,,,TRUE,FALSE,FALSE,FALSE
2100,sas rogue warriors,2017,,,TRUE,FALSE,FALSE,FALSE
2101,halloween of car city,2018,,,TRUE,FALSE,FALSE,FALSE
2102,the family blend!,2016,,,TRUE,FALSE,FALSE,FALSE
2103,lego set builds nexo knights - artifex,2016,,,TRUE,FALSE,FALSE,FALSE
2104,the sweet spot: a treasury of baseball stories,2016,,,TRUE,FALSE,FALSE,FALSE
2105,the grind,2016,,,TRUE,FALSE,FALSE,FALSE
2106,board af,2016,,,TRUE,FALSE,FALSE,FALSE
2107,forza horizon 3 gameplay,2017,,,TRUE,FALSE,FALSE,FALSE
2108,paper mario color splash playthrough,2016,,,TRUE,FALSE,FALSE,FALSE
2109,quick yoga workouts for weight loss &amp; toning,2018,,,TRUE,FALSE,FALSE,FALSE
